header0,header1,header2,header3,header4,header5,header6,header7,header8,header9,header10,header11,header12,header13,header14,header15,header16,header17,header18,header19,header20,header21,header22,header23,header24,header25,header26,header27,header28,header29
-0.06400000000000006,-0.07200000000000006,-0.08399999999999996,-0.06799999999999995,-0.05999999999999994,-0.07200000000000006,-0.05999999999999994,-0.08000000000000007,-0.02400000000000002,-0.08000000000000007,-0.06799999999999995,-0.07599999999999996,-0.06799999999999995,-0.05999999999999994,-0.05999999999999994,-0.07599999999999996,-0.09999999999999998,-0.04800000000000004,-0.06799999999999995,-0.06799999999999995,-0.08799999999999986,-0.07200000000000006,-0.08800000000000008,-0.05999999999999994,-0.06400000000000006,-0.07599999999999996,-0.06400000000000006,-0.07200000000000006,-0.06400000000000006,-0.051999999999999935
0.08400000000000007,0.08000000000000007,0.07200000000000006,0.08400000000000007,0.08000000000000007,0.08000000000000007,0.07600000000000007,0.09200000000000008,0.08000000000000007,0.07600000000000007,0.07600000000000007,0.08799999999999986,0.07600000000000007,0.07200000000000006,0.08000000000000007,0.07200000000000006,0.07200000000000006,0.052000000000000046,0.08000000000000007,0.08000000000000007,0.07600000000000007,0.07600000000000007,0.08400000000000007,0.08400000000000007,0.07600000000000007,0.08000000000000007,0.06000000000000005,0.07600000000000007,0.08000000000000007,0.07200000000000006
1.032,1.0543999999999998,1.0591999999999997,1.0144000000000002,1.0144000000000002,1.0736000000000003,1.0288,1.0303999999999998,1.0448,1.0128,1.0303999999999998,1.0352000000000001,1.016,1.0255999999999998,1.0352000000000001,1.0303999999999998,1.0575999999999999,1.0191999999999997,1.0432000000000001,1.0432000000000001,1.0608,1.0303999999999998,1.056,1.0208,1.0655999999999999,1.0415999999999999,1.0255999999999998,1.0096000000000003,1.0768,1.0175999999999998
-0.08499999999999996,-0.07779999999999998,-0.08460000000000001,-0.06979800000000003,-0.08039799999999997,-0.08239799999999997,-0.08340000000000003,-0.08579999999999999,-0.073596,-0.07479800000000003,-0.07899999999999996,-0.08099999999999996,-0.08859799999999995,-0.08579800000000004,-0.08360000000000001,-0.08120000000000005,-0.07720000000000005,-0.06699600000000006,-0.07539600000000002,-0.0796,-0.07600000000000007,-0.08199999999999996,-0.08599999999999997,-0.07999999999999996,-0.08299999999999996,-0.08240000000000003,-0.07640000000000002,-0.07820000000000005,-0.07759800000000006,-0.08620000000000005
0.006799999999999917,0.010399999999999965,0.0038000000000000256,0.02159399999999989,0.008798000000000084,0.010998000000000063,0.00839600000000007,0.006999999999999895,0.03199799999999997,0.011597999999999997,0.005602000000000107,0.017200000000000104,0.009797999999999973,0.009595999999999938,0.006799999999999917,0.009200000000000097,-0.00019999999999997797,0.01760000000000006,0.013797999999999977,0.00579799999999997,0.007200000000000095,0.008999999999999897,-0.00020200000000003548,0.008599999999999941,0.0029999999999998916,0.01019799999999993,0.015598,0.009797999999999973,2.0000000000575113e-06,0.01540000000000008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016000000000000014,0.020000000000000018,0.03200000000000003,0.016000000000000014,0.03200000000000003,0.028000000000000025,-0.02400000000000002,0.02400000000000002,0.008000000000000007,0.016000000000000014,0.008000000000000007,0.016000000000000014,0.016000000000000014,0.01200000000000001,0.03200000000000003,0.028000000000000025,0.0,0.01200000000000001,0.028000000000000025,0.02400000000000002,0.020000000000000018,0.01200000000000001,0.01200000000000001,0.016000000000000014,0.008000000000000007,0.016000000000000014,0.008000000000000007,0.016000000000000014,0.0,0.0040000000000000036
0.0040000000000000036,0.0,0.0,0.0040000000000000036,-0.008000000000000007,-0.0119999999999999,0.0040000000000000036,-0.0039999999999998925,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007,0.008000000000000007,-0.0039999999999998925,-0.0039999999999998925,-0.016000000000000014,-0.02400000000000002,0.028000000000000025,0.0,-0.008000000000000007,0.0,-0.02400000000000002,0.0,0.0,-0.016000000000000014,-0.008000000000000007,0.0,-0.0119999999999999,-0.0119999999999999,0.0,-0.008000000000000007
0.9631999999999998,0.9663999999999999,0.9936,0.9775999999999998,0.9808000000000001,0.9616,0.9680000000000002,0.9503999999999999,0.9663999999999999,0.9584000000000001,0.9408000000000001,0.9119999999999999,0.9584000000000001,0.9408000000000001,0.944,0.9712000000000001,1.0208,0.9568000000000001,0.9856,0.9584000000000001,0.9199999999999999,0.9631999999999998,0.9584000000000001,0.9503999999999999,0.9663999999999999,0.9663999999999999,0.9536000000000002,0.9472,0.9791999999999998,0.944
-0.007198000000000038,-0.00740200000000002,-0.003797999999999968,-0.007600000000000051,-0.0021980000000000333,-0.011399999999999966,-0.008399999999999963,-0.010199999999999987,-0.006395999999999957,-0.016599999999999948,-0.011600000000000055,-0.010800000000000032,-0.007600000000000051,-0.0048000000000000265,-0.0033999999999999586,-0.011399999999999966,-0.014399999999999968,-0.009199999999999986,-0.003198000000000034,-0.011199999999999988,-0.010000000000000009,-0.006797999999999971,-0.003402000000000016,-0.005800000000000027,-0.010600000000000054,-0.012597999999999998,-0.008000000000000007,-0.00660000000000005,-0.0046000000000000485,-0.005800000000000027
0.00799799999999995,0.0005999999999999339,0.005997999999999948,0.009200000000000097,0.00019999999999997797,0.00579799999999997,0.0018000000000000238,0.005800000000000027,-0.0018019999999999703,0.0012000000000000899,0.0041999999999999815,0.01760000000000006,0.008998000000000062,0.0025999999999999357,0.0020000000000000018,0.002998000000000056,0.0005999999999999339,0.006599999999999939,0.0040000000000000036,0.0041999999999999815,0.006399999999999961,0.0012000000000000899,0.0036000000000000476,0.0032000000000000917,0.0008019999999999694,0.005800000000000027,0.005198000000000036,0.008598000000000106,0.0022020000000000373,0.0021979999999999222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008000000000000007,0.020000000000000018,0.03600000000000003,0.01200000000000001,0.01200000000000001,0.028000000000000025,0.02400000000000002,0.016000000000000014,0.028000000000000025,0.008000000000000007,0.02400000000000002,0.020000000000000018,0.028000000000000025,0.016000000000000014,0.020000000000000018,0.028000000000000025,-0.0039999999999998925,0.0040000000000000036,0.04800000000000004,0.020000000000000018,0.0,0.008000000000000007,0.02400000000000002,0.016000000000000014,0.02400000000000002,0.01200000000000001,0.0040000000000000036,0.01200000000000001,0.03200000000000003,0.03600000000000003
-0.008000000000000007,-0.0039999999999998925,-0.008000000000000007,0.0040000000000000036,-0.019999999999999907,-0.0039999999999998925,-0.0039999999999998925,-0.0039999999999998925,-0.0039999999999998925,-0.008000000000000007,-0.0039999999999998925,0.0040000000000000036,-0.008000000000000007,0.0,-0.016000000000000014,-0.019999999999999907,-0.008000000000000007,0.0040000000000000036,-0.0119999999999999,-0.0039999999999998925,-0.0039999999999998925,0.0,-0.016000000000000014,-0.008000000000000007,-0.0039999999999998925,-0.0119999999999999,-0.008000000000000007,-0.0039999999999998925,-0.016000000000000014,-0.019999999999999907
0.9728000000000001,0.992,0.9568000000000001,0.9503999999999999,0.9743999999999999,0.9856,0.9696,0.9391999999999998,1.0015999999999998,0.9408000000000001,1.0015999999999998,0.9536000000000002,1.0112,0.9952000000000001,0.9312,0.9808000000000001,0.984,0.976,0.9824000000000002,0.9936,0.96,1.008,0.9904,0.9647999999999999,0.9824000000000002,0.9824000000000002,0.9728000000000001,0.9391999999999998,0.9647999999999999,0.96
-0.010996000000000006,-0.016800000000000037,-0.012797999999999976,-0.011602000000000001,-0.007399999999999962,-0.012198000000000042,-0.009000000000000008,-0.008000000000000007,-0.010600000000000054,-0.00880000000000003,-0.012800000000000034,-0.013800000000000034,-0.015598,-0.012597999999999998,-0.013398000000000021,-0.01319999999999999,-0.014800000000000035,-0.012399999999999967,-0.008399999999999963,-0.012997999999999954,-0.01379600000000003,-0.010399999999999965,-0.012399999999999967,-0.010199999999999987,-0.01639999999999997,-0.008199999999999985,-0.00799799999999995,-0.008000000000000007,-0.009597999999999995,-0.013600000000000056
0.005800000000000027,0.0014000000000000679,0.007600000000000051,0.007395999999999958,-0.0036000000000000476,0.0027999999999999137,0.013600000000000056,0.006399999999999961,0.0045999999999999375,0.007200000000000095,0.006999999999999895,0.014593999999999996,0.006199999999999983,-0.0005979999999999874,0.009800000000000031,0.007198000000000038,0.007393999999999901,-0.006800000000000028,0.005800000000000027,0.006399999999999961,0.0027999999999999137,0.006796000000000024,0.00579799999999997,0.007597999999999994,0.00479800000000008,0.0052000000000000934,0.0029999999999998916,-0.0018019999999999703,0.009800000000000031,0.003997999999999946
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020000000000000018,0.016000000000000014,0.020000000000000018,0.0040000000000000036,0.01200000000000001,0.028000000000000025,0.016000000000000014,0.008000000000000007,0.020000000000000018,0.01200000000000001,0.01200000000000001,0.028000000000000025,0.020000000000000018,-0.0039999999999998925,0.02400000000000002,0.01200000000000001,0.016000000000000014,0.0040000000000000036,0.020000000000000018,0.020000000000000018,0.01200000000000001,0.028000000000000025,0.04800000000000004,0.01200000000000001,0.01200000000000001,0.020000000000000018,0.028000000000000025,0.020000000000000018,0.0040000000000000036,0.016000000000000014
-0.0039999999999998925,-0.0039999999999998925,-0.0039999999999998925,-0.008000000000000007,0.0040000000000000036,0.01200000000000001,-0.008000000000000007,-0.0039999999999998925,-0.0039999999999998925,-0.0119999999999999,0.0,-0.016000000000000014,-0.0039999999999998925,-0.0039999999999998925,0.0,0.0040000000000000036,-0.008000000000000007,0.0,-0.008000000000000007,0.0040000000000000036,-0.0039999999999998925,-0.0119999999999999,-0.0119999999999999,-0.008000000000000007,-0.0039999999999998925,0.0,-0.016000000000000014,0.0,0.0,-0.0039999999999998925
0.9984,0.9984,0.9472,0.9872000000000001,1.0032,1.032,0.992,0.9856,0.992,0.9775999999999998,1.024,0.9472,0.9872000000000001,1.0175999999999998,1.0432000000000001,1.0015999999999998,0.984,0.9631999999999998,1.0175999999999998,1.0032,1.0015999999999998,0.9952000000000001,0.9952000000000001,0.9824000000000002,1.0336000000000003,0.9936,1.032,0.992,0.9824000000000002,1.0255999999999998
