Rewardlist,,
-1.63514897776842,,-1.63514897776842
-1.84911920817792,,-1.74213409297317
-1.77064284569919,,-1.75163701054851
-1.68041919924915,,-1.73383255772367
-1.68850924349427,,-1.72476789487779
-1.81098864140809,,-1.73913801929951
-1.76328612671196,,-1.74258774892986
-1.65494406645,,-1.73163228861988
-1.63739588635862,,-1.72116157725751
-1.72836224462986,,-1.72188164399475
-1.73225414843857,,-1.72282459894419
-1.86598568910956,,-1.7347546897913
-1.81908455225527,,-1.74124160228853
-1.79951474109292,,-1.74540396934599
-1.88042926338911,,-1.75440565561553
-1.70413317810893,,-1.75126362577137
2,,-1.53060105954952
-1.63759535082877,,-1.53654518684281
-1.78045532431007,,-1.54938256249898
-1.64717668531835,,-1.55427226863995
-1.82424129546881,,-1.56712793658418
-1.78789065576494,,-1.57716260563785
-1.80963228301108,,-1.58726998291495
-1.83660809261799,,-1.59765907081924
-1.95024886786342,,-1.61176266270101
-1.87053347902894,,-1.62171538640593
-1.8769926079005,,-1.63117009831314
-1.74539181709886,,-1.63524944541263
-1.90023139199316,,-1.6443867539154
2,,-1.52290719545156
-1.83997200224102,,-1.53313509244477
-1.73747307763398,,-1.53952065448193
-1.86192834712267,,-1.54929058456195
-1.9328274063766,,-1.56057107932121
-1.65319229907393,,-1.56321739988557
-1.69113278793693,,-1.56677060510922
-1.91967565787137,,-1.5763085795082
-1.67389553775489,,-1.57887665735679
-1.54374027770162,,-1.57797572454512
2,,-1.48852633143149
-1.50496438470483,,-1.48892725956011
2,,-1.40585756290392
-1.54516468868256,,-1.40909726350342
-1.76372377522588,,-1.41715695695166
2,,-1.34122013568607
2,,-1.26858491534506
-1.57606994835138,,-1.27512715008988
2,,-1.20689533446301
-1.58397578129172,,-1.21459085378604
-1.62355539877117,,-1.21435425013304
-1.54960218648315,,-1.20824165785355
-1.70964895736873,,-1.20699688462232
-1.54578772182167,,-1.20424930345033
-1.79488364542425,,-1.20642020961217
-1.51384055362642,,-1.20035596292274
-1.58833466662466,,-1.19678552496178
-1.82802056051791,,-1.2003176983101
-1.65049835540652,,-1.20058509563761
2,,-1.124496070237
-1.55680637381673,,-1.12091550340798
-1.70144392772317,,-1.11755750827765
-1.90171681563556,,-1.1192438809997
